Source Subregion,Presynaptic Neuron Type,Target Subregion,Postsynaptic Neuron Type,g,tau_d,tau_r,tau_f,u,Connection Probability,Synaptic Delay,CARLsim_default
CA1,CA1 Back-Projection,DG,DG Mossy,1.8379130562745094,6.317342732352941,554.3315507843137,27.615147176470582,0.2139851875490196,0.01020135325667737,1,N
CA1,CA1 Back-Projection,CA1,CA1 Pyramidal,1.717819204411765,7.8840898019607835,783.2468050980398,13.574418789215688,0.23795772372549023,0.01232613136704963,1,N
CA1,CA1 Back-Projection,CA1,CA1 Schaffer Collateral-Receiving R-Targeting,1.6203575431372543,7.201974987254902,596.519380882353,21.682788872549022,0.21780586950980385,0.008070193055318753,1,N
CA1,CA1 Back-Projection,CA1,CA1 Schaffer Collateral-Associated,1.4048138456862742,7.092616229411764,614.6081007843138,25.5523799362745,0.16997288198039215,0.00498575066857132,1,N
CA1,CA1 Back-Projection,CA3,CA3 Mossy Fiber-Associated ORDEN,1.6773565921568623,6.778904013725492,569.7562672549019,26.973512406862742,0.20693998362745103,0.015944096205083635,1,N
CA1,CA1 Back-Projection,CA1,CA1 O-LM,1.445180081666667,6.095242313725491,583.9632965686277,26.438606803921573,0.13743566305882352,0.0028714288172563274,1,N
CA1,CA1 Back-Projection,CA3,CA3 Basket,1.975798294117647,5.235324652941175,640.3527394117646,17.437209377450987,0.21441332127450974,0.024811647921856306,1,N
CA1,CA1 Back-Projection,CA1,CA1 Quadrilaminar,1.6903407147058827,6.554505484313728,543.1038628431372,22.24752146568627,0.21317323754901968,0.01331295877305494,1,N
CA1,CA1 Back-Projection,DG,DG HICAP,1.2152687354901965,6.61308968235294,598.8073135294117,58.03387443137255,0.15057263896078435,0.005197939668724061,1,N
CA1,CA1 Back-Projection,DG,DG Mossy MOLDEN,1.731973319019608,6.525802066666669,551.1135273529411,30.64695711274511,0.20833731686274504,0.010202795769803985,1,N
CA1,CA1 Back-Projection,CA3,CA3 Mossy Fiber-Associated,1.605309349117647,6.770893926470588,574.7778680392155,22.52339423529412,0.21106733715686274,0.006961306529258304,1,N
CA1,CA1 Back-Projection,CA1,CA1 Radiatum Giant,1.9849748122549027,7.33293800588235,571.3562399019607,21.5161809754902,0.21451701382352942,0.00545033402925188,1,N
CA1,CA1 Back-Projection,CA1,CA1 Back-Projection,1.7976190749019612,6.43725253137255,607.3275180392158,25.62857374509805,0.21193892794117639,0.006070959488301719,1,N
CA1,CA1 Back-Projection,DG,DG HIPP,1.364197670490196,7.707865517647059,740.002836470588,20.123485441176467,0.1645293429019608,0.007874042512574841,1,N
CA1,CA1 Back-Projection,CA1,CA1 O-LMR,1.4371301687254903,6.97512772745098,579.8091670588237,27.335530627450982,0.21001361637254903,0.0025252856602904217,1,N
CA1,CA1 Back-Projection,CA1,CA1 Interneuron Specific O-Targeting QuadD,1.6995777578431368,6.805780377450983,574.3766497058824,24.522868725490195,0.20771459539215692,0.010452565439132089,1,N
CA1,CA1 Back-Projection,CA3,CA3 Basket CCK+,1.6517384917647053,5.098674466666668,641.1626980392156,15.980177377450977,0.22243660039215696,0.013253395844253002,1,N
CA1,CA1 Back-Projection,DG,DG Axo-Axonic,1.6755707585294117,6.937055472549022,620.686006372549,22.278651230392157,0.1772308744117647,0.005572075268331256,1,N
CA1,CA1 Back-Projection,DG,DG HIPROM,1.9009495245098038,6.89742337254902,602.7599037254901,22.221036637254898,0.21452920666666664,0.006960764318094781,1,N
CA1,CA1 Back-Projection,CA3,CA3 Bistratified,1.651900743137254,6.438132460784316,623.776666764706,21.46091433823529,0.21102604833333324,0.01733739232687337,1,N
CA1,CA1 Back-Projection,CA1,CA1 Cajal-Retzius,1.51706413882353,7.706703653921569,501.3118456862746,25.123211352941173,0.19410410180392165,0.001483886931407108,1,N
CA1,CA1 Back-Projection,CA1,CA1 Radiatum,1.5317041128431372,6.887373154901966,585.3597410784313,24.755381068627447,0.19127792725490197,0.002175271640821874,1,N
CA1,CA1 Back-Projection,CA1,CA1 LMR Projecting,1.5656468145098044,6.494658328431374,571.5110529411766,24.369466411764716,0.19019182627450987,0.005335694633275323,1,N
CA1,CA1 Back-Projection,CA1,CA1 Recurrent O-LM,1.5832983838235297,6.1698565078431375,628.1906812745095,39.17411578431373,0.21083684735294114,0.005352746207218151,1,N
CA1,CA1 Back-Projection,CA3,CA3 LMR-Targeting,1.7414493372549014,6.6760756431372545,596.2588371568626,26.35220449509805,0.2000157844117647,0.015316199559840427,1,N
CA1,CA1 Back-Projection,CA1,CA1 Interneuron Specific LM-R,1.633053855490196,6.805835403921567,553.9787319607842,22.05333875980393,0.21164742470588233,0.0015420098789300507,1,N
CA1,CA1 Back-Projection,CA3,CA3 Ivy,2.1988318401960782,5.358239783333334,688.6621761764707,13.256587740196077,0.20178821049019594,0.010228928278162575,1,N
CA1,CA1 Back-Projection,CA1,CA1 SO-SO,1.0064232441176477,8.095097179411766,371.0477698039215,32.41687000000001,0.15118086689215687,0.004361933059386036,1,N
CA1,CA1 Back-Projection,DG,DG Basket,1.678407804901962,5.926278358823531,355.02549313725484,15.441220784313725,0.2106522609803921,0.005156293551863644,1,N
CA1,CA1 Back-Projection,CA1,CA1 Oriens-Bistratified,1.9626471196078432,6.26872849313726,597.1613085294116,20.541257480392158,0.21991830656862732,0.0020632646100350316,1,N
CA1,CA1 Back-Projection,DG,DG AIPRIM,1.873920883333333,6.592290508823533,620.5613737254902,25.908178509803918,0.20767319872549017,0.007113160725323975,1,N
CA1,CA1 Back-Projection,CA3,CA3 R-LM,1.6923061428431379,6.719298780392158,581.3184860784315,24.981656823529423,0.20541902166666662,0.005381805429027997,1,N
CA1,CA1 Back-Projection,CA1,CA1 Axo-Axonic,1.6642972020588236,6.112385654901963,610.2467776470592,22.929997843137254,0.22953986803921567,0.01241400244317048,1,N
CA1,CA1 Back-Projection,CA1,CA1 LMR,1.5638114295098042,6.595665676470589,584.2890829411764,23.25260113235294,0.19378340686274506,0.003993422821848225,1,N
CA1,CA1 Back-Projection,CA3,CA3 O-LM,1.6702115029411766,6.569841094117644,596.2614539215687,24.070635705882363,0.20959260647058817,0.010382502133351124,1,N
CA1,CA1 Back-Projection,CA1,CA1 Trilaminar,1.8291469411764707,6.165367227450981,613.3098949019607,23.636605671568635,0.21350424058823525,0.003869104935115497,1,N
CA1,CA1 Back-Projection,CA1,CA1 Interneuron Specific LMO-O,1.6916028107843135,6.80854138431373,579.2654810784313,24.262161382352936,0.20809246941176465,0.005229685298911657,1,N
CA1,CA1 Back-Projection,CA3,CA3 QuadD-LM,1.6789920441176474,6.742029370588237,567.4347521568627,24.74698648039216,0.2067621594117647,0.01377023436225644,1,N
CA1,CA1 Back-Projection,CA1,CA1 Oriens-Bistratified Projecting,1.965035618039216,6.469712626470586,563.777551862745,22.17078171568627,0.21457898735294129,0.0036596753512612157,1,N
CA1,CA1 Back-Projection,DG,DG Basket CCK+,1.3225741759803922,7.112201858823528,611.0468973529413,22.86826851470588,0.18065336450980402,0.006504736839735847,1,N
CA1,CA1 Back-Projection,CA1,CA1 Horizontal Axo-Axonic,1.4129927284313724,7.2600169127451,541.5107097058824,33.24283896078432,0.20343368343137258,0.001947165937484674,1,N
CA1,CA1 Back-Projection,CA3,CA3 Interneuron Specific Oriens,1.729881219117648,6.871952530392158,614.1994653921568,22.012851808823545,0.21309693333333338,0.009473779361276136,1,N
CA1,CA1 Back-Projection,CA3,CA3 Lucidum ORAX,1.65563789127451,6.9089121921568655,589.6644034313725,23.738050107843137,0.20619778303921574,0.00856640877551551,1,N
CA1,CA1 Back-Projection,CA1,CA1 Perforant Path-Associated,1.489440768921569,6.9648129696078405,616.4521974509804,25.480549848039207,0.18480225985294121,0.005148528262513108,1,N
CA1,CA1 Back-Projection,CA3,CA3 Pyramidal,1.4160784039215686,8.511369005882353,470.0463049999999,26.25485919117647,0.18588465392156853,0.028100922068003187,1,N
CA1,CA1 Back-Projection,CA1,CA1 Interneuron Specific O-R,1.7453991299019616,6.751267018627449,584.415885,22.738564102941183,0.21105052794117637,0.00251487020146135,1,N
CA1,CA1 Back-Projection,CA1,CA1 Perforant Path-Associated QuadD,1.7039498003921567,6.942009460784313,582.8652316666668,23.946765504901958,0.2077131910784313,0.015478297222876303,1,N
CA1,CA1 Back-Projection,DG,DG Total Molecular Layer,1.7096499415686282,6.604561031372548,562.2080748039218,26.123077882352934,0.19054668980392156,0.006067590435167025,1,N
CA1,CA1 Back-Projection,CA3,CA3 Lucidum-Radiatum,1.6462878346078427,6.907972274509808,592.9301986274512,23.76646292156862,0.20630339705882356,0.008806382819591674,1,N
CA1,CA1 Basket,CA1,CA1 Interneuron Specific LMR-R,3.7141524313725482,4.2257918666666665,588.0348707843135,19.714145151960786,0.24905998676470592,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Bistratified,2.887164690196078,5.061443542156862,584.4912283333338,21.421532299019624,0.27096595745098045,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Basket CCK+,3.1026858568627453,4.22970396764706,576.2250426470589,27.3003417254902,0.2624719378431372,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Interneuron Specific R-O,3.339991706862745,4.632683376470588,586.7422279411767,19.834495333333344,0.2508269832352941,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Radial Trilaminar,2.2430194617647055,5.950048743137253,609.8539165686274,25.798881446078436,0.21836405950980392,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Ivy,3.3918350676470586,5.02526120882353,598.4298782352945,17.302378416666667,0.27646957950980394,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 OR-LM,3.4139873509803937,4.750653329411764,579.8318060784313,18.82520564215687,0.25407107245098026,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Interneuron Specific RO-O,3.4080688803921575,4.6509690539215685,584.3718778431372,19.951709240196074,0.25215145156862745,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Horizontal Basket,2.6228396941176473,5.032091575490194,634.2177508823531,31.528112294117648,0.2254335173529412,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Pyramidal,6.067811613725492,4.408643738235294,637.3779262745095,11.576996274509805,0.2827683833333331,0.0064326945260721,1,Y
CA1,CA1 Basket,CA1,CA1 Radiatum Giant,3.8477353480392145,5.00026294117647,582.365542745098,18.255236078431373,0.2549934597058824,0.0064326945260721,1,Y
CA1,CA1 Basket,CA1,CA1 Interneuron Specific O-Targeting QuadD,3.416997580392157,4.662033510784313,583.4807361764703,20.288019985294117,0.25189138980392145,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Axo-Axonic,3.523878671568627,4.000930558823529,596.6910559803922,17.459346916666675,0.27233327441176464,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Interneuron Specific LMO-O,3.404333987254902,4.663314824509802,585.6508374509804,20.13074232352941,0.25218406715686276,0.0044047045817104,1,Y
CA1,CA1 Basket,CA1,CA1 Basket,3.315200521568626,3.8314141705882356,635.5365306862744,15.095432365686278,0.2738522440196079,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Interneuron Specific LMR-R,1.56889299382353,7.053397379411767,615.8699722549022,65.37843737254902,0.20794523323529396,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Bistratified,1.464067104803922,8.205527136274508,628.2474546078429,49.031716725490185,0.22919862421568624,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Basket CCK+,1.3979355477450985,6.6724105313725515,638.8350600980391,89.13915000980391,0.21449526372549024,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Interneuron Specific R-O,1.398537525294118,7.499343771568629,622.5963940196078,66.62817217647058,0.20992322401960778,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Radial Trilaminar,1.0808600289215684,9.69047740882353,681.5144711764707,58.70781498039216,0.18027631088235302,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Ivy,1.5899445099999998,8.3616028,653.415888921569,39.16684388235296,0.23146069058823526,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 OR-LM,1.4445865879411761,7.718975364705884,607.4066683333335,65.75939250980392,0.2118584125490196,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Interneuron Specific RO-O,1.43133389127451,7.54702050784314,614.1989329411764,68.94766282352938,0.21059740284313722,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Horizontal Basket,1.063373996862745,8.312285168627449,724.3767548039216,105.01195280392157,0.19229538999999995,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Pyramidal,1.6338498627450981,8.26169166372549,659.1560801960784,55.8025676372549,0.2309347873529412,0.0064326945260721,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Radiatum Giant,1.631419280392157,8.064406030392158,610.1639270588237,60.75646533333332,0.21447021676470585,0.0064326945260721,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Interneuron Specific O-Targeting QuadD,1.4371984980392154,7.564739093137253,613.1544622549019,69.53568875490197,0.21040602960784327,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Axo-Axonic,1.3375874810784314,7.436965993137252,663.3815975490198,67.94156049019607,0.22336669323529407,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Interneuron Specific LMO-O,1.433605640784314,7.559194670588238,617.3406470588237,68.90221455882352,0.2107125915686276,0.0044047045817104,1,Y
CA1,CA1 Basket CCK+,CA1,CA1 Basket,1.2361617936274507,6.961632328431374,752.2001855882357,53.15475426470587,0.22683591343137266,0.0044047045817104,1,Y
CA1,CA1 Bistratified,CA1,CA1 Perforant Path-Associated QuadD,1.4482133648039217,9.446063714705883,696.9606050980392,15.724243392156861,0.24132187068627461,0.009591685947488271,1,N
CA1,CA1 Bistratified,CA1,CA1 Basket,1.469428252941177,7.451818541176473,776.2305411764705,12.419777011764706,0.26181352794117646,0.0071314453986606186,1,N
CA1,CA1 Bistratified,CA1,CA1 Bistratified,1.461626916372549,10.1731009745098,709.9692541176471,14.322657779411768,0.26501679284313706,0.007258128187610846,1,N
CA1,CA1 Bistratified,CA1,CA1 Interneuron Specific LMR-R,1.5311249947058823,8.543867710784314,687.081858235294,16.804461431372555,0.23413713647058818,0.0019820314424849883,1,N
CA1,CA1 Bistratified,CA1,CA1 Oriens-Alveus,1.56130046009804,8.781611387254904,711.3788625490192,14.499452392156869,0.24876361127450983,0.006402009200373038,1,N
CA1,CA1 Bistratified,CA2,CA2 Wide-Arbor Basket,1.3623932051960783,8.24554169901961,1020.5305101960784,18.523283803921565,0.12483548527450981,0.0005471906814706884,1,N
CA1,CA1 Bistratified,CA1,CA1 R-Receiving Apical-Targeting,1.4870723509803925,8.94918639509804,711.3872507843142,15.776533142156868,0.23373095264705887,0.003693036003890482,1,N
CA1,CA1 Bistratified,CA1,CA1 Interneuron Specific R-O,1.405097305784313,9.15305298235294,704.2233618627452,15.722368779411763,0.23915828176470572,0.0034406886936082515,1,N
CA1,CA1 Bistratified,CA1,CA1 Basket CCK+,1.5782353313725497,7.996295433333333,546.2435103921567,40.08819018627452,0.2556206293137256,0.007264193582762535,1,N
CA1,CA1 Bistratified,CA1,CA1 Radial Trilaminar,1.1363154578431376,11.893563367647056,736.5626686274505,17.126362245098044,0.19990203937254905,0.006539266020453405,1,N
CA1,CA1 Bistratified,CA1,CA1 Ivy,1.5949088607843134,10.620001920588237,760.0916000980392,11.556992507843136,0.2712643529411764,0.006295764905048129,1,N
CA1,CA1 Bistratified,CA1,CA1 Pyramidal,1.4388733003921568,11.288928799019605,1164.2854925490196,9.208561311764704,0.28025832745098034,0.007081844533293413,1,N
CA1,CA1 Bistratified,CA1,CA1 OR-LM,1.4494210590196082,9.841171628431368,652.6752900980392,14.221007607843134,0.2442359697058822,0.007171047579592638,1,N
CA1,CA1 Bistratified,CA1,CA1 Interneuron Specific RO-O,1.4355299545098041,9.212265727450982,690.0951860784314,16.06166191176471,0.24025599274509798,0.004481646760772229,1,N
CA1,CA1 Bistratified,CA1,CA1 Horizontal Basket,1.17386337627451,9.541925596078435,786.1201480392157,23.777189514705878,0.2207106353921568,0.005463240463792429,1,N
CA1,CA1 Bistratified,CA1,CA1 Schaffer Collateral-Receiving R-Targeting,1.3974985333333336,9.812657395098036,717.6994432352942,14.477744367647057,0.25125017303921576,0.0061231568979670525,1,N
CA1,CA1 Bistratified,CA1,CA1 Schaffer Collateral-Associated,1.185950774607843,9.638410576470587,742.8967885294119,17.06982690196079,0.20412579088235294,0.003508512348505355,1,N
CA1,CA1 Bistratified,CA1,CA1 O-LM,1.2293545098039218,8.372598889215686,717.0400062745098,17.811447676470596,0.16820889003921569,0.002342691546311282,1,N
CA1,CA1 Bistratified,CA1,CA1 Quadrilaminar,1.4220753647058821,8.934430693137257,626.4755970588237,15.348821568627459,0.2434107981372547,0.007757618958019519,1,N
CA1,CA1 Bistratified,CA1,CA1 Back-Projection,1.4950414833333328,8.7628040745098,711.474302745098,16.58636244117647,0.24394546960784314,0.0033877401865023415,1,N
CA1,CA1 Bistratified,CA1,CA1 Radiatum Giant,1.6231176692156868,10.397015202941178,652.4865375490195,13.678390911764707,0.24637440196078444,0.0033606408909817587,1,N
CA1,CA1 Bistratified,CA1,CA1 O-LMR,1.2444428443137256,9.339185733333332,697.0320304901959,17.260315774509813,0.23689168656862747,0.0020154969416954494,1,N
CA1,CA1 Bistratified,CA1,CA1 Interneuron Specific O-Targeting QuadD,1.4408617584313728,9.242647265686273,687.183823235294,16.282033377450986,0.2400242904901961,0.005503003334470069,1,N
CA1,CA1 Bistratified,CA1,CA1 Radiatum,1.3088837889215683,9.456396579411766,688.8856896078431,16.420140019607846,0.22796269558823523,0.003163619587611133,1,N
CA1,CA1 Bistratified,CA1,CA1 LMR Projecting,1.3230294913725484,8.73456412352941,677.557061960784,16.999102926470588,0.22167526666666673,0.0024861383087786404,1,N
CA1,CA1 Bistratified,CA1,CA1 Recurrent O-LM,1.376583635,8.330582080392157,731.9749349019611,23.842772147058827,0.23783350107843135,0.0046888376443919855,1,N
CA1,CA1 Bistratified,CA1,CA1 SO-SO,0.92289254117647,10.30978045784314,451.7324065686276,21.79047172058822,0.18672465519607845,0.003730528517350118,1,N
CA1,CA1 Bistratified,CA1,CA1 Oriens-Bistratified,1.649933179411765,8.522184033333335,708.7071650000001,13.756407558823534,0.2527599657843138,0.0016011352743386942,1,N
CA1,CA1 Bistratified,CA1,CA1 Axo-Axonic,1.4442562198039217,7.937465660784312,738.2651760784315,15.733748950980393,0.25806964401960797,0.0068443848739546675,1,N
CA1,CA1 Bistratified,CA1,CA1 LMR,1.3459787855882355,8.809074750980391,682.7843195098039,16.606329725490188,0.22511485019607844,0.002100585268777877,1,N
CA1,CA1 Bistratified,CA1,CA1 Trilaminar,1.5553554925490194,8.418319951960784,739.3013720588235,15.145352274509806,0.25111070058823526,0.003295338307590212,1,N
CA1,CA1 Bistratified,CA1,CA1 Oriens-Bistratified Projecting,1.6029680600980392,8.892637704901965,679.9326176470589,14.442448848039204,0.24767763843137267,0.003088607463932358,1,N
CA1,CA1 Bistratified,CA1,CA1 Interneuron Specific LMO-O,1.4355029026470592,9.22788393137255,693.4036021568629,16.14819263725489,0.2401505888235294,0.0014950648363921681,1,N
CA1,CA1 Bistratified,CA1,CA1 Horizontal Axo-Axonic,1.2182759060784312,9.669247256862743,658.3119734313726,20.284257735294116,0.23516839362745096,0.001499594926500758,1,N
CA1,CA1 Bistratified,CA1,CA1 Perforant Path-Associated,1.2863158386274507,9.318508498039217,737.0754194117645,16.84937945588235,0.21906936921568634,0.0029129524679678553,1,N
CA1,CA1 Bistratified,CA1,CA1 Interneuron Specific O-R,1.4559121627450977,9.197040570588237,700.9604964705883,15.04480967647059,0.24384433490196067,0.001998313450547795,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Interneuron Specific LMR-R,1.8129926450980385,3.8475722392156864,390.832194117647,38.39280048039215,0.21978391392156862,0.00031865097883942983,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Oriens-Alveus,1.749600717647059,4.466230220588234,418.4435495098039,38.13599096078431,0.2201815040196078,0.0003957319127860792,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Neurogliaform,1.6371116333333335,4.481175353921569,448.7239437254903,46.35312897058824,0.22880045323529405,0.0005564479640106645,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Basket CCK+,1.8315085960784312,3.6308871960784304,303.14079058823535,93.94148681372552,0.2566686449019608,0.0005496118680206052,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Radial Trilaminar,1.2155227522549017,5.184228439215685,433.32800852941176,37.73901716666666,0.18558967327450976,0.0003744100151491514,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Pyramidal,1.3698860878431365,6.802471414705885,823.5197963725492,17.55076948529412,0.24509214784313732,0.0005009659473499406,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Schaffer Collateral-Associated,1.5055860636274505,4.531929545098038,471.2537822549018,36.35325027450981,0.1827580826078431,0.00031990676505688764,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Quadrilaminar,1.5866725671568631,4.204995096078432,356.7437378431372,37.94365011764705,0.22498630235294115,0.000621356115264371,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Radiatum Giant,1.6456174201960785,5.089943150980392,415.9639860784314,39.24578291176471,0.2126308040196079,0.0005560145357733637,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Interneuron Specific O-Targeting QuadD,1.5566237114705885,4.605557272549018,396.24744147058834,42.647902539215664,0.22147565303921568,0.0004104318635024251,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 Cajal-Retzius,1.408722242156863,5.04566355980392,317.2129805294118,43.70186521568628,0.20924633852941177,0.00022074359053814163,1,N
CA1,CA1 Cajal-Retzius,CA1,CA1 LMR Projecting,1.4808216715686278,4.1870607647058815,402.0280977450982,38.68607070588235,0.1936715147058823,0.0008204569117644667,1,N
